_id,averagePrice,ceilingPrice,closePrice,closePriceAdjusted,day,exchange,floorPrice,foreignBuyValTotal,foreignBuyVolDeal,foreignBuyVolMatched,foreignBuyVolTotal,foreignCurrentRoom,foreignSellValTotal,foreignSellVolTotal,highestPrice,lowestPrice,netBuySellVal,netBuySellVol,openPrice,perPriceChange,priceChange,refPrice,symbol,totalBuyTrade,totalBuyTradeVol,totalDealVal,totalDealVol,totalMatchVal,totalMatchVol,totalSellTrade,totalSellTradeVol,tradingDate
6661725c4a08898920212663,0,94900,88800,88800,2024_06_05,0,82500,71073330000,240400,557400,797800,370888603,81398945900,914796,89500,88600,-10325615900,-116996,88700,0.0011274,100,88700,VCB,3447,2836598,36490487800,400579,167907045100,1886226,3104,3852097,05/06/2024 00:00:00
6661725c4a08898920212664,0,94300,88700,88700,2024_06_04,0,82100,66663730000,350000,400900,750900,370525606,57077250300,642350,89200,88300,9586479700,108550,88900,0.00566893,500,88200,VCB,3641,3180056,31046307200,350101,161595349700,1818442,2703,3257661,04/06/2024 00:00:00
6661725c4a08898920212665,0,93300,88200,88200,2024_06_03,0,81100,16323560000,0,184170,184170,367883853,102904635400,1160797,89300,88000,-86581075400,-976627,88000,0.01146789,1000,87200,VCB,4150,3538651,2241016800,25069,187068259000,2111127,1874,3385750,03/06/2024 00:00:00
6661725c4a08898920212666,0,94800,87200,87200,2024_05_31,0,82400,37445569800,0,424343,424343,366548279,294236462600,3342653,89000,87200,-256790892800,-2918310,88700,-0.01580135,-1400,88600,VCB,8900,6219528,24347400,273,345655121600,3927010,2867,5644615,31/05/2024 00:00:00
6661725c4a08898920212667,0,96000,88600,88600,2024_05_30,0,83600,22299815000,0,250515,250515,366486137,135205107400,1519744,89700,88500,-112905292400,-1269229,89500,-0.01336303,-1200,89800,VCB,5617,4382498,4093873600,45032,209862113500,2358180,2279,3309621,30/05/2024 00:00:00
6661725c4a08898920212668,0,97000,89800,89800,2024_05_29,0,84400,8643210000,0,95700,95700,366069383,43816436100,486485,91000,89800,-35173226100,-390785,90800,-0.00992282,-900,90700,VCB,3603,2368221,12516600,138,106983194200,1188182,1936,2238524,29/05/2024 00:00:00
6661725c4a08898920212669,0,96500,90700,90700,2024_05_28,0,83900,59091840000,300000,356500,656500,365981395,60046553400,667269,90700,89800,-954713400,-10769,89800,0.00554324,500,90200,VCB,4421,2862199,41324859800,464249,121662055800,1351470,1771,2097275,28/05/2024 00:00:00
6661725c4a0889892021266a,0,96500,90200,90200,2024_05_27,0,83900,35508627000,200000,194535,394535,366083310,18586466100,206488,90600,89700,16922160900,188047,90400,0,0,90200,VCB,3418,2358834,17998424000,200120,95323779300,1060054,1623,2229511,27/05/2024 00:00:00
6661725c4a0889892021266b,0,97300,90200,90200,2024_05_24,0,84700,11243550000,0,124300,124300,365522689,49242539400,544585,91000,90000,-37998989400,-420285,91000,-0.00879121,-800,91000,VCB,4938,4360972,14995830000,164030,202764740600,2243441,2620,3170289,24/05/2024 00:00:00
6661725c4a0889892021266c,0,97000,91000,91000,2024_05_23,0,84400,35344471800,0,389002,389002,365522689,38526700600,423871,91500,90500,-3182228800,-34869,90700,0.00330761,300,90700,VCB,2671,2832710,6167600,68,119732826000,1318403,1500,2493445,23/05/2024 00:00:00
6661725c4a0889892021266d,0,97400,90700,90700,2024_05_22,0,84800,5218712000,0,57402,57402,364951417,47206004400,519585,91700,90700,-41987292400,-462183,91500,-0.00439078,-400,91100,VCB,3293,2766967,15227106300,164033,122712191500,1349994,1996,2183491,22/05/2024 00:00:00
6661725c4a0889892021266e,0,98300,91100,91100,2024_05_21,0,85500,6289160000,0,68800,68800,364656552,87605727800,960274,92000,90700,-81316567800,-891474,91900,-0.00870511,-800,91900,VCB,3678,2890767,10749000,117,135814338000,1488654,1445,2486312,21/05/2024 00:00:00
6661725c4a0889892021266f,0,98200,91900,91900,2024_05_20,0,85400,42717840000,0,463700,463700,364348793,36136101600,392267,93000,91800,6581738400,71433,92300,0.00108932,100,91800,VCB,1648,1824093,15075352400,164066,96304660700,1045431,2287,2445987,20/05/2024 00:00:00
6661725c4a08898920212670,0,99000,91800,91800,2024_05_17,0,86200,7656960000,0,83100,83100,364234771,36504291100,396559,92600,91700,-28847331100,-313459,92600,-0.00863931,-800,92600,VCB,2332,1945819,8519200,92,100058820200,1086438,2331,1898138,17/05/2024 00:00:00
6661725c4a08898920212671,0,97300,92600,92600,2024_05_16,0,84700,20506986300,0,222437,222437,363757125,53206322000,577722,92700,91500,-32699335700,-355285,92000,0.01758242,1600,91000,VCB,2016,3098820,7228902000,79022,158043512100,1715536,2221,2978961,16/05/2024 00:00:00
6661725c4a08898920212672,0,96900,91000,91000,2024_05_15,0,84300,12349640000,0,135700,135700,363627573,51026965700,560746,91300,90800,-38677325700,-425046,91000,0.00441501,400,90600,VCB,2132,1645478,7606986400,85044,80509219200,884744,1038,1550557,15/05/2024 00:00:00
6661725c4a08898920212673,0,97300,90600,90600,2024_05_14,0,84700,6052909500,35000,31626,66626,363181021,35160320000,386989,91600,90500,-29107410500,-320363,91100,-0.0043956,-400,91000,VCB,3124,2067060,10568055000,114100,74445722800,819950,1210,1545238,14/05/2024 00:00:00
6661725c4a08898920212674,0,98400,91000,91000,2024_05_13,0,85600,15951550000,0,175150,175150,362897557,52970104600,582252,92400,90500,-37018554600,-407102,92100,-0.01086957,-1000,92000,VCB,3824,2185177,7897632000,85121,112395704800,1234518,1621,2267866,13/05/2024 00:00:00
6661725c4a08898920212675,0,98900,92000,92000,2024_05_10,0,86100,3872575000,0,41930,41930,362910910,29014054100,315090,92700,91700,-25141479100,-273160,92700,-0.00540541,-500,92500,VCB,1861,1857891,4276678000,45044,75958245800,824888,982,1719585,10/05/2024 00:00:00
6661725c4a08898920212676,0,99500,92500,92500,2024_05_09,0,86500,9962600000,0,107500,107500,362483368,14998693200,161797,93400,92300,-5036093200,-54297,92900,-0.00537634,-500,93000,VCB,1725,1433504,7621500000,85000,56315716200,607990,1001,1737353,09/05/2024 00:00:00
6661725c4a08898920212677,0,99400,93000,93000,2024_05_08,0,86400,71089590000,0,766800,766800,362118744,48081476000,519472,93200,92100,23008114000,247328,92700,0.00107643,100,92900,VCB,2666,2110058,6909200000,79000,115517232600,1247171,1735,1772716,08/05/2024 00:00:00
6661725c4a08898920212678,0,99500,92900,92900,2024_05_07,0,86500,68511080000,0,733900,733900,362298050,48602586400,522124,94100,92900,19908493600,211776,93400,-0.00107527,-100,93000,VCB,1501,1783254,5826500000,65000,107940631200,1155689,1580,1808020,07/05/2024 00:00:00
6661725c4a08898920212679,0,98900,93000,93000,2024_05_06,0,86100,56339670000,0,606400,606400,362390793,54593071400,587494,93300,92700,1746598600,18906,92900,0.00540541,500,92500,VCB,1931,1654826,8857286100,99001,106772626200,1148815,1851,1915997,06/05/2024 00:00:00
6661725c4a0889892021267a,0,98300,92500,92500,2024_05_03,0,85500,111376762500,0,1201375,1201375,362369712,59482924900,641157,93400,91800,51893837600,560218,92400,0.00652884,600,91900,VCB,1828,2208439,5920000000,65000,136443970500,1472206,2280,2399112,03/05/2024 00:00:00
6661725c4a0889892021267b,0,97500,91900,91900,2024_05_02,0,84900,75317670000,200000,624500,824500,363052287,57450436000,627481,92500,91100,17867234000,197019,92100,0.00767544,700,91200,VCB,2297,1495041,27095700000,299000,85552473200,933709,1380,1601233,02/05/2024 00:00:00
6661725c4a0889892021267c,0,97300,91200,91200,2024_04_26,0,84700,116463597500,0,1261519,1261519,363285744,47641430000,518800,93300,91200,68822167500,742719,91700,0.0021978,200,91000,VCB,2565,2563818,5961500000,65000,156837478800,1699786,2344,2990823,26/04/2024 00:00:00
6661725c4a0889892021267d,0,96900,91000,91000,2024_04_25,0,84300,71405134200,0,777964,777964,362993063,54122051700,591043,92900,90500,17283082500,186921,90600,0.00441501,400,90600,VCB,2133,2237309,8972700000,99000,113430338700,1236861,1993,2321536,25/04/2024 00:00:00
6661725c4a0889892021267e,0,96400,90600,90600,2024_04_24,0,83800,89479815500,0,986871,986871,363207494,140750980000,1554200,91100,90100,-51271164500,-567329,91000,0.00554939,500,90100,VCB,2950,2772836,24107500000,265000,174655954900,1926287,2045,2542553,24/04/2024 00:00:00
6661725c4a0889892021267f,0,96900,90100,90100,2024_04_23,0,84300,84292714000,0,936490,936490,363753080,50567149700,561533,91200,89200,33725564300,374957,90600,-0.00551876,-500,90600,VCB,3019,2084252,8976200000,99000,140912499800,1565162,1449,2145563,23/04/2024 00:00:00
6661725c4a08898920212680,0,96800,90600,90600,2024_04_22,0,84200,54586420000,0,601400,601400,364204257,40027561900,441285,91400,90200,14558858100,160115,90500,0.00110497,100,90500,VCB,2462,1721536,6187000000,65000,90701454600,999830,1251,1505888,22/04/2024 00:00:00
6661725c4a08898920212681,0,96800,90500,90500,2024_04_19,0,84200,70089325300,0,776636,776636,364327967,44023264900,488113,90900,89700,26066060400,288523,90000,0,0,90500,VCB,2119,1973791,9094500000,99000,119695969100,1326423,1649,1876023,19/04/2024 00:00:00
6661725c4a08898920212682,0,97300,90500,90500,2024_04_17,0,84700,51432572300,92100,474300,566400,364296782,50327794000,555090,92100,89500,1104778300,11310,91200,-0.00549451,-500,91000,VCB,3283,2499853,14479642300,157100,131784041100,1454446,1667,2641132,17/04/2024 00:00:00
6661725c4a08898920212683,0,98400,91000,91000,2024_04_16,0,85600,14478950000,0,158000,158000,363655942,73778488000,806821,93800,90500,-59299538000,-648821,93800,-0.01086957,-1000,92000,VCB,4012,2900017,9250200000,99000,170395146300,1860102,2442,3377666,16/04/2024 00:00:00
6661725c4a08898920212684,0,101200,92000,92000,2024_04_15,0,88000,23339030600,0,248102,248102,363628221,100548004000,1068440,96500,92000,-77208973400,-820338,94600,-0.02748414,-2600,94600,VCB,2185,3700682,6114000000,65000,179410572500,1902194,2809,3375398,15/04/2024 00:00:00
6661725c4a08898920212685,0,100500,94600,94600,2024_04_12,0,87500,13940350000,0,147300,147300,363433959,16816385100,177721,95500,93800,-2876035100,-30421,94500,0.00638298,600,94000,VCB,1779,1810520,9363600000,99000,80013741000,846008,1742,1520451,12/04/2024 00:00:00
6661725c4a08898920212686,0,101100,94000,94000,2024_04_11,0,87900,44520300000,0,473200,473200,363251109,41586797700,442364,94600,93500,2933502300,30836,94000,-0.00529101,-500,94500,VCB,3231,1724999,4169000000,45000,73204491400,778946,1476,1112531,11/04/2024 00:00:00
6661725c4a08898920212687,0,100900,94500,94500,2024_04_10,0,87700,22649074000,0,240210,240210,363296830,31136955400,330150,94600,94100,-8487881400,-89940,94300,0.00212089,200,94300,VCB,1361,1348718,11143500000,119000,69676810500,738740,1178,1497246,10/04/2024 00:00:00
6661725c4a08898920212688,0,101500,94300,94300,2024_04_09,0,88300,37449043600,82800,313600,396400,363310243,48190544100,510279,95400,94200,-10741500500,-113879,95000,-0.00632244,-600,94900,VCB,1762,1311515,12065673600,127800,65059311300,688518,1224,1523774,09/04/2024 00:00:00
6661725c4a08898920212689,0,101500,94900,94900,2024_04_08,0,88300,53914090000,0,568900,568900,363380243,21499287100,226797,95300,94200,32414802900,342103,94900,0,0,94900,VCB,1962,1694351,9046800000,96000,81974822600,865357,1258,1495899,08/04/2024 00:00:00
6661725c4a0889892021268a,0,102700,94900,94900,2024_04_05,0,89300,41660290000,200,439100,439300,363562621,23098690000,243600,95600,94200,18561600000,195700,94800,-0.01145833,-1100,96000,VCB,1824,1529764,4398980000,45200,73939345500,780020,1351,1803508,05/04/2024 00:00:00
6661725c4a0889892021268b,0,100300,96000,96000,2024_04_04,0,87300,120870860000,0,1268500,1268500,363472445,36781378600,385822,96000,94400,84089481400,882678,94900,0.02345416,2200,93800,VCB,2119,2865138,11183800000,119000,192989130400,2024326,2669,3380281,04/04/2024 00:00:00
6661725c4a0889892021268c,0,101100,93800,93800,2024_04_03,0,87900,74548462300,228000,563744,791744,364135892,71008643000,754176,94800,93800,3539819300,37568,94400,-0.00740741,-700,94500,VCB,2785,2068264,21467796000,228000,124646731200,1323149,1303,2316590,03/04/2024 00:00:00
6661725c4a0889892021268d,0,101800,94500,94500,2024_04_02,0,88600,39960503900,0,421402,421402,363922908,58299142800,615053,95200,93900,-18338638900,-193651,95100,-0.00735294,-700,95200,VCB,1992,1973745,15315400000,164000,91952262100,970357,1143,2224805,02/04/2024 00:00:00
6661725c4a0889892021268e,0,101500,95200,95200,2024_04_01,0,88300,70757788400,0,744180,744180,363959113,73869990700,776728,96000,94700,-3112202300,-32548,94900,0.00316122,300,94900,VCB,2269,2056490,0,0,116321459600,1222710,1665,2088108,01/04/2024 00:00:00
6661725c4a0889892021268f,0,102300,94900,94900,2024_03_29,0,89100,6852430000,0,72000,72000,363959113,43706140000,459400,95900,94900,-36853710000,-387400,95900,-0.00835946,-800,95700,VCB,1656,1656956,15637200000,164000,76350447500,801942,1021,1398312,29/03/2024 00:00:00
6661725c4a08898920212690,0,102500,95700,95700,2024_03_28,0,89100,34128950000,100,355900,356000,363638487,66099360700,689977,96400,95600,-31970410700,-333977,96200,-0.00104384,-100,95800,VCB,1463,1823324,9570000,100,118228907600,1233566,1472,1975056,28/03/2024 00:00:00
6661725c4a08898920212691,0,103000,95800,95800,2024_03_27,0,89600,48169041700,0,502137,502137,363999110,37641555900,392626,96200,95600,10527485800,109511,96200,-0.00519211,-500,96300,VCB,2026,1660540,20597160000,213800,100489637600,1047647,1058,1708504,27/03/2024 00:00:00
6661725c4a08898920212692,0,102300,96300,96300,2024_03_26,0,89100,37606064900,0,390618,390618,363999110,14838882400,154114,96600,95800,22767182500,236504,96000,0.00626959,600,95700,VCB,1273,1484170,0,0,70934930500,736873,1516,1592251,26/03/2024 00:00:00
6661725c4a08898920212693,0,103100,95700,95700,2024_03_25,0,89700,74240182700,0,772192,772192,364012851,36553390000,380400,96900,94100,37686792700,391792,95000,-0.00726141,-700,96400,VCB,2118,2810580,20258900000,213800,131763327500,1370504,2196,2350417,25/03/2024 00:00:00
6661725c4a08898920212694,0,101800,96400,96400,2024_03_22,0,88600,115091973700,0,1196505,1196505,364572242,36242768100,376877,96800,95200,78849205600,819628,95200,0.01260504,1200,95200,VCB,2197,2875831,4520410000,44900,177582778300,1846861,3381,3503985,22/03/2024 00:00:00
6661725c4a08898920212695,0,99700,95200,95200,2024_03_21,0,86700,50200630000,0,528000,528000,365470187,21174994600,222801,95500,94000,29025635400,305199,94000,0.02145923,2000,93200,VCB,2456,2925854,22379660000,241400,138252241200,1454765,2774,2741366,21/03/2024 00:00:00
6661725c4a08898920212696,0,98900,93200,93200,2024_03_20,0,86100,7978810000,0,85500,85500,365522276,27833065000,298560,94100,92500,-19854255000,-213060,92500,0.00756757,700,92500,VCB,2100,1781856,6552350000,73200,83978937900,899448,1857,1700400,20/03/2024 00:00:00
6661725c4a08898920212697,0,99500,92500,92500,2024_03_19,0,86500,31254440000,0,337200,337200,364263735,16020360300,172807,93500,92500,15234079700,164393,92500,-0.00537634,-500,93000,VCB,2056,1809560,17815380000,191600,80662597500,870431,1006,1532558,19/03/2024 00:00:00
6661725c4a08898920212698,0,100500,93000,93000,2024_03_18,0,87500,24583912400,0,264328,264328,363208458,37958655900,407904,94500,92500,-13374743500,-143576,94300,-0.0106383,-1000,94000,VCB,3719,2954198,2677180000,28300,171651410200,1843874,1965,2829622,18/03/2024 00:00:00
6661725c4a08898920212699,0,101600,94000,94000,2024_03_15,0,88400,59265940000,0,629700,629700,363208458,152161350700,1615741,95000,93900,-92895410700,-986041,95000,-0.01052632,-1000,95000,VCB,3464,3689060,15548400000,164000,217131784200,2304560,1206,3220349,15/03/2024 00:00:00
6661725c4a0889892021269a,0,102700,95000,95000,2024_03_14,0,89300,74791220000,0,785400,785400,362178546,125675223500,1319605,96100,94600,-50884003500,-534205,96000,-0.01041667,-1000,96000,VCB,3787,3506439,2682929300,28301,221278449000,2322431,1729,3614727,14/03/2024 00:00:00
6661725c4a0889892021269b,0,101000,96000,96000,2024_03_13,0,87800,147972584000,0,1546038,1546038,362178546,191561710000,2000400,96500,94300,-43589126000,-454362,94900,0.01694915,1600,94400,VCB,3316,4483597,15507000000,164000,299269934600,3126592,2177,4383478,13/03/2024 00:00:00
6661725c4a0889892021269c,0,100600,94400,94400,2024_03_12,0,87600,35433660000,0,375300,375300,362950478,41972172400,444612,94900,94000,-6538512400,-69312,94100,0.0031881,300,94100,VCB,2556,2351051,2671520000,28300,104663195000,1108496,1965,1862656,12/03/2024 00:00:00
6661725c4a0889892021269d,0,101700,94100,94100,2024_03_11,0,88500,54756485000,0,576250,576250,362218738,44425392600,467579,96000,94100,10331092400,108671,95100,-0.01051525,-1000,95100,VCB,3094,3108607,15465400000,164000,174977252800,1842420,2359,3148448,11/03/2024 00:00:00
6661725c4a0889892021269e,0,102500,95100,95100,2024_03_08,0,89100,73758663400,0,769350,769350,362218738,65261068100,681827,96500,95100,8497595300,87523,95900,-0.00730689,-700,95800,VCB,2814,3249866,9311690000,98300,213650456500,2231150,2887,3871330,08/03/2024 00:00:00
6661725c4a0889892021269f,0,102200,95800,95800,2024_03_07,0,89000,68876860000,0,715900,715900,362152054,127105070000,1321900,97400,95500,-58228210000,-606000,95900,0.00209205,200,95600,VCB,2564,3988328,13485200000,144000,227648719900,2364334,2885,3876337,07/03/2024 00:00:00
6661725c4a088989202126a0,0,102100,95600,95600,2024_03_06,0,88900,53188580000,0,553900,553900,362249247,81098010000,845500,96800,95100,-27909430000,-291600,95500,0.00104712,100,95500,VCB,2750,4402065,1858000000,20000,198830690000,2072535,2063,3248660,06/03/2024 00:00:00
6661725c4a088989202126a1,0,102700,95500,95500,2024_03_05,0,89300,21832170000,0,228500,228500,361923670,59107353200,618707,96600,95200,-37275183200,-390207,96600,-0.00520833,-500,96000,VCB,3691,2574734,6672600000,70000,130590708900,1366903,1331,2386207,05/03/2024 00:00:00
6661725c4a088989202126a2,0,104100,96000,96000,2024_03_04,0,90500,19681720000,0,204400,204400,361537074,45313985000,471072,98000,95600,-25632265000,-266672,98000,-0.01336074,-1300,97300,VCB,4468,3420466,9207400000,94000,158178799900,1643680,2062,2965603,04/03/2024 00:00:00
6661725c4a088989202126a3,0,104100,97300,97300,2024_03_01,0,90500,76911010000,0,794400,794400,361537074,63562792000,656958,98200,94900,13348218000,137442,98200,0,0,97300,VCB,4555,3737135,4097200000,44000,229885626400,2383117,2628,3795858,01/03/2024 00:00:00
6661725c4a088989202126a4,0,104200,97300,97300,2024_02_29,0,90600,20067077400,0,203786,203786,361825893,59996545600,610996,100500,97300,-39929468200,-407210,98500,-0.00102669,-100,97400,VCB,3992,3663054,8644400000,94000,187725867000,1902870,3287,3646383,29/02/2024 00:00:00
6661725c4a088989202126a5,0,97400,97400,97400,2024_02_28,0,84800,72471710000,0,752800,752800,361513434,50273829800,525581,97400,90400,22197880200,227219,91000,0.06915477,6300,91100,VCB,4413,7567328,10419680000,114000,402340780200,4227766,5678,5840198,28/02/2024 00:00:00
6661725c4a088989202126a6,0,95700,91100,91100,2024_02_27,0,83300,42438740000,0,468100,468100,362145511,48476035900,536245,91200,89100,-6037295900,-68145,89600,0.01787709,1600,89500,VCB,2898,2818998,8458000000,94000,145213445200,1608348,2496,2541047,27/02/2024 00:00:00
6661725c4a088989202126a7,0,95100,89500,89500,2024_02_26,0,82700,7995190000,0,89200,89200,362026466,10832164500,120723,90000,88900,-2836974500,-31523,88900,0.00674916,600,88900,VCB,1536,1427460,6545000000,70000,64783097900,722488,1244,1450480,26/02/2024 00:00:00
6661725c4a088989202126a8,0,95700,88900,88900,2024_02_23,0,83300,17230380000,0,190000,190000,362026466,39419792500,435850,91400,88900,-22189412500,-245850,89500,-0.00670391,-600,89500,VCB,2658,2877015,8500200000,94000,162808906300,1802815,2953,3389137,23/02/2024 00:00:00
6661725c4a088989202126a9,0,97500,89500,89500,2024_02_22,0,84900,4280290000,0,47400,47400,361439002,25290092100,281195,91000,89500,-21009802100,-233795,90600,-0.01864035,-1700,91200,VCB,2695,2084415,6231000000,70000,110394163800,1224789,1461,2287378,22/02/2024 00:00:00
6661725c4a088989202126aa,0,97600,91200,91200,2024_02_21,0,85000,29340560000,0,322100,322100,361498962,44404499300,487932,91700,90500,-15063939300,-165832,91700,-0.00109529,-100,91300,VCB,2514,2156544,8595600000,94000,124642290200,1369259,1834,2420556,21/02/2024 00:00:00
6661725c4a088989202126ab,0,96500,91300,91300,2024_02_20,0,83900,30167680000,0,334000,334000,361559475,31299242400,346932,91400,89400,-1131562400,-12932,90100,0.01219512,1100,90200,VCB,2867,2541222,10448862000,116000,126869880100,1405753,2049,2377587,20/02/2024 00:00:00
6661725c4a088989202126ac,0,95800,90200,90200,2024_02_19,0,83400,18110000000,0,201787,201787,361277624,25331017200,282140,90500,89300,-7221017200,-80353,89900,0.00669643,600,89600,VCB,2107,1771148,8616600000,94000,93891347600,1046679,1422,1780885,19/02/2024 00:00:00
6661725c4a088989202126ad,0,96100,89600,89600,2024_02_16,0,83700,21025010000,0,234000,234000,361277624,26359609000,293487,90200,89500,-5334599000,-59487,89900,-0.00333704,-300,89900,VCB,1885,1135408,6403400000,70000,66070820400,735346,1197,1873703,16/02/2024 00:00:00
6661725c4a088989202126ae,0,96300,89900,89900,2024_02_15,0,83700,17543750000,0,195400,195400,360598758,43384588100,483638,90700,89100,-25840838100,-288238,90000,-0.00111111,-100,90000,VCB,2259,1765826,8475400000,94000,93983407400,1047830,1287,1495690,15/02/2024 00:00:00
6661725c4a088989202126af,0,95700,90000,90000,2024_02_07,0,83300,44617480000,0,495900,495900,358651233,82091010500,912866,90800,89300,-37473530500,-416966,90000,0.00558659,500,89500,VCB,1691,2555885,6202000000,70000,123446563000,1372449,1423,2576411,07/02/2024 00:00:00
6661725c4a088989202126b0,0,96300,89500,89500,2024_02_06,0,83700,47127690000,0,526400,526400,358651233,107622426300,1201709,90600,89100,-60494736300,-675309,90300,-0.00555556,-500,90000,VCB,2550,2400479,6722200000,74000,121224442300,1353403,1736,2748616,06/02/2024 00:00:00
6661725c4a088989202126b1,0,96600,90000,90000,2024_02_05,0,84000,75942190000,0,843300,843300,359057247,131230893200,1457116,90600,89400,-55288703200,-613816,90200,-0.00332226,-300,90300,VCB,2153,2704895,6337400000,70000,175559992000,1950335,1284,2941078,05/02/2024 00:00:00
6661725c4a088989202126b2,0,96000,90300,90300,2024_02_02,0,83600,20988470000,0,233800,233800,359334164,10810268200,120386,90500,89100,10178201800,113414,89100,0.00556793,500,89800,VCB,1160,1182442,10304640000,114000,65964600100,734186,953,1844112,02/02/2024 00:00:00
6661725c4a088989202126b3,0,94600,89800,89800,2024_02_01,0,82400,31437369800,0,350844,350844,359334164,19546432800,218783,90200,88000,11890937000,132061,88000,0.01468927,1300,88500,VCB,2012,1512331,6400800000,70000,53506883900,598963,1089,1741220,01/02/2024 00:00:00
6661725c4a088989202126b4,0,97300,88500,88500,2024_01_31,0,84700,2272480000,0,25300,25300,359121261,51909650000,581400,90600,88500,-49637170000,-556100,90600,-0.02747253,-2500,91000,VCB,2516,2373714,6854400000,74000,84737319400,947351,1117,2287470,31/01/2024 00:00:00
6661725c4a088989202126b5,0,97500,91000,91000,2024_01_30,0,84900,28969770000,0,319100,319100,358596489,51138645800,563747,91200,90100,-22168875800,-244647,91200,-0.0022,-200,91200,VCB,1266,1279566,4209000000,46000,80739084000,889895,1242,1721503,30/01/2024 00:00:00
6661725c4a088989202126b6,0,98400,91200,91200,2024_01_29,0,85600,43568560000,0,477500,477500,358415035,50195552000,550072,92000,90900,-6626992000,-72572,91800,-0.00869565,-800,92000,VCB,1605,1180877,6731600000,74000,66790992800,732044,968,1326722,29/01/2024 00:00:00
6661725c4a088989202126b7,0,97300,92000,92000,2024_01_26,0,84700,58870110000,0,642000,642000,358850836,45895457700,500554,92000,91400,12974652300,141446,91600,0.01098901,1000,91000,VCB,750,1312537,6035600000,66000,87452784900,953670,1189,1504022,26/01/2024 00:00:00
6661725c4a088989202126b8,0,97400,91000,91000,2024_01_25,0,84800,36082724700,0,395850,395850,359277363,4186826400,45899,91600,90700,31895898300,349951,91100,-0.00109769,-100,91100,VCB,813,915576,8953400000,98000,46030528200,505031,826,1308484,25/01/2024 00:00:00
6661725c4a088989202126b9,0,97900,91100,91100,2024_01_24,0,85100,43091160000,0,470100,470100,359202284,21584625700,235473,92000,90900,21506534300,234627,91600,-0.00437158,-400,91500,VCB,1011,1413732,6038100000,66000,68327288000,746187,1020,1527316,24/01/2024 00:00:00
6661725c4a088989202126ba,0,98400,91500,91500,2024_01_23,0,85600,66421630000,0,728850,728850,359310085,43025394100,470929,92400,90400,23396235900,257921,92100,-0.00543478,-500,92000,VCB,1968,2069898,8966485600,98001,114738422600,1259446,1575,2406137,23/01/2024 00:00:00
6661725c4a088989202126bb,0,99000,92000,92000,2024_01_22,0,86200,67283630000,0,723700,723700,359378692,35492424600,382299,93500,92000,31791205400,341401,93500,-0.00647948,-600,92600,VCB,1050,1448471,6103100000,66000,97416397200,1048242,1765,2438329,22/01/2024 00:00:00
6661725c4a088989202126bc,0,97400,92600,92600,2024_01_19,0,84800,102179979200,31200,1079900,1111100,359543852,62813633000,684443,93000,90400,39366346200,426657,91000,0.01646542,1500,91100,VCB,1768,2372621,11695739200,129200,135845051200,1477733,2761,2404489,19/01/2024 00:00:00
6661725c4a088989202126bd,0,97200,91100,91100,2024_01_18,0,84600,84486378000,0,929210,929210,360101352,50788879500,558540,91200,90000,33697498500,370670,90900,0.00220022,200,90900,VCB,1330,2079053,5978500000,66000,129551069100,1424696,2030,2305740,18/01/2024 00:00:00
6661725c4a088989202126be,0,96300,90900,90900,2024_01_17,0,83700,120677180000,0,1333620,1333620,360414546,47254780000,522400,91000,89000,73422400000,811220,89000,0.01,900,90000,VCB,2899,2342746,8804800000,98000,143056572900,1581258,3180,2669812,17/01/2024 00:00:00
6661725c4a088989202126bf,0,96300,90000,90000,2024_01_16,0,83700,105648391200,0,1176709,1176709,360860506,54953453200,612016,90100,88900,50694938000,564693,89000,0,0,90000,VCB,1081,1997046,5946000000,66000,122854432200,1368816,1875,2203494,16/01/2024 00:00:00
6661725c4a088989202126c0,0,94900,90000,90000,2024_01_15,0,82500,85319860000,0,952300,952300,361734815,79655057000,887660,90100,88900,5664803000,64640,89000,0.01465614,1300,88700,VCB,1186,2768124,8686800000,98000,171868141400,1916364,2333,2723075,15/01/2024 00:00:00
6661725c4a088989202126c1,0,95500,88700,88700,2024_01_12,0,83100,104741990000,0,1179700,1179700,362246952,26913130000,302400,89500,87400,77828860000,877300,88100,-0.00671892,-600,89300,VCB,2463,2836736,3938500000,45000,169415166800,1911967,2511,2995808,12/01/2024 00:00:00
6661725c4a088989202126c2,0,95700,89300,89300,2024_01_11,0,83300,86195000000,0,963000,963000,363190091,39440546300,440163,90000,88600,46754453700,522837,89500,-0.00223464,-200,89500,VCB,1739,1876812,9081600000,104000,133442402400,1491432,3050,3244789,11/01/2024 00:00:00
6661725c4a088989202126c3,0,93900,89500,89500,2024_01_10,0,81700,92401059500,0,1040650,1040650,363791482,20953624300,236561,89500,87200,71447435200,804089,87800,0.01936219,1700,87800,VCB,1883,2769923,3925000000,45000,159738807100,1800328,4254,3137977,10/01/2024 00:00:00
6661725c4a088989202126c4,0,92800,87800,87800,2024_01_09,0,80800,108693040000,0,1242746,1242746,364646774,30977226800,354609,87900,86800,77715813200,888137,86800,0.01152074,1000,86800,VCB,1946,3096606,12394520000,148100,168607588400,1928985,3234,3392856,09/01/2024 00:00:00
6661725c4a088989202126c5,0,92200,86800,86800,2024_01_08,0,80200,79594740000,0,919000,919000,365810592,16041867800,185358,86800,86300,63552872200,733642,86300,0.00696056,600,86200,VCB,1854,2191376,3816000000,45000,139535863400,1611721,2375,3083173,08/01/2024 00:00:00
